"Result"
"Human Wins"
"Human Wins"
"Human Wins"
"Human Wins"
"Human Wins"
"Draw"
"Human Wins"
"Draw"
"Human Wins"
"Human Wins"
"Human Wins"
"Human Wins"
"Human Wins"
"Draw"
"Human Wins"
"Human Wins"
"Human Wins"
"Draw"
"Human Wins"
"Draw"
"Human Wins"
"Human Wins"
"Human Wins"
"Human Wins"
"Human Wins"
"Draw"
"Human Wins"
"Human Wins"
"Menace Wins"
"Human Wins"
"Human Wins"
"Draw"
"Human Wins"
"Human Wins"
"Human Wins"
"Human Wins"
"Human Wins"
"Draw"
"Draw"
"Human Wins"
"Human Wins"
"Human Wins"
"Human Wins"
"Menace Wins"
"Human Wins"
"Human Wins"
"Menace Wins"
"Draw"
"Human Wins"
"Human Wins"
"Draw"
"Human Wins"
"Human Wins"
"Draw"
"Human Wins"
"Draw"
"Human Wins"
"Draw"
"Human Wins"
"Human Wins"
"Human Wins"
"Human Wins"
"Draw"
"Human Wins"
"Human Wins"
"Human Wins"
"Menace Wins"
"Human Wins"
"Human Wins"
"Human Wins"
"Human Wins"
"Draw"
"Human Wins"
"Human Wins"
"Draw"
"Draw"
"Human Wins"
"Human Wins"
"Draw"
"Human Wins"
"Human Wins"
"Draw"
"Draw"
"Human Wins"
"Human Wins"
"Draw"
"Human Wins"
"Human Wins"
"Human Wins"
"Draw"
"Human Wins"
"Draw"
"Menace Wins"
"Human Wins"
"Human Wins"
"Draw"
"Human Wins"
"Human Wins"
"Human Wins"
"Human Wins"
"Draw"
"Human Wins"
"Human Wins"
"Human Wins"
"Human Wins"
"Human Wins"
"Human Wins"
"Draw"
"Human Wins"
"Human Wins"
"Menace Wins"
"Draw"
"Human Wins"
"Human Wins"
"Draw"
"Human Wins"
"Draw"
"Menace Wins"
"Draw"
"Draw"
"Human Wins"
"Draw"
"Human Wins"
"Human Wins"
"Human Wins"
"Draw"
"Draw"
"Draw"
"Draw"
"Human Wins"
"Human Wins"
"Human Wins"
"Draw"
"Draw"
"Menace Wins"
"Draw"
"Human Wins"
"Draw"
"Draw"
"Human Wins"
"Human Wins"
"Human Wins"
"Human Wins"
"Human Wins"
"Draw"
"Human Wins"
"Human Wins"
"Human Wins"
"Draw"
"Human Wins"
"Draw"
"Human Wins"
"Draw"
"Human Wins"
"Human Wins"
"Draw"
"Draw"
"Human Wins"
"Draw"
"Draw"
"Draw"
"Draw"
"Draw"
"Human Wins"
"Draw"
"Draw"
"Draw"
"Draw"
"Human Wins"
"Draw"
"Human Wins"
"Human Wins"
"Draw"
"Draw"
"Draw"
"Draw"
"Draw"
"Draw"
"Human Wins"
"Draw"
"Draw"
"Draw"
"Human Wins"
"Human Wins"
"Draw"
"Human Wins"
"Human Wins"
"Human Wins"
"Draw"
"Human Wins"
"Human Wins"
"Draw"
"Draw"
"Menace Wins"
"Draw"
"Human Wins"
"Human Wins"
"Human Wins"
"Human Wins"
"Draw"
"Draw"
"Draw"
"Human Wins"
"Human Wins"
"Human Wins"
"Human Wins"
"Draw"
"Draw"
"Human Wins"
"Human Wins"
"Human Wins"
"Human Wins"
"Menace Wins"
"Draw"
"Draw"
"Human Wins"
"Human Wins"
"Human Wins"
"Draw"
"Draw"
"Draw"
"Draw"
"Draw"
"Human Wins"
"Menace Wins"
"Draw"
"Draw"
"Human Wins"
"Draw"
"Human Wins"
"Human Wins"
"Draw"
"Human Wins"
"Human Wins"
"Draw"
"Draw"
"Draw"
"Draw"
"Human Wins"
"Draw"
"Human Wins"
"Draw"
"Human Wins"
"Human Wins"
"Draw"
"Draw"
"Human Wins"
"Draw"
"Human Wins"
"Draw"
"Draw"
"Draw"
"Human Wins"
"Draw"
"Human Wins"
"Draw"
"Draw"
"Draw"
"Human Wins"
"Human Wins"
"Human Wins"
"Human Wins"
"Draw"
"Draw"
"Draw"
"Draw"
"Human Wins"
"Draw"
"Human Wins"
"Human Wins"
"Menace Wins"
"Human Wins"
"Human Wins"
"Draw"
"Draw"
"Draw"
"Draw"
"Menace Wins"
"Human Wins"
"Draw"
"Draw"
"Human Wins"
"Draw"
"Draw"
"Human Wins"
"Draw"
"Human Wins"
"Human Wins"
"Human Wins"
"Human Wins"
"Draw"
"Menace Wins"
"Draw"
"Draw"
"Human Wins"
"Draw"
"Draw"
"Human Wins"
"Draw"
"Human Wins"
"Human Wins"
"Draw"
"Human Wins"
"Draw"
"Draw"
"Draw"
"Menace Wins"
"Draw"
"Human Wins"
"Draw"
"Menace Wins"
"Human Wins"
"Human Wins"
"Draw"
"Human Wins"
"Draw"
"Draw"
"Draw"
"Draw"
"Draw"
"Human Wins"
"Human Wins"
"Menace Wins"
"Human Wins"
"Draw"
"Draw"
"Draw"
"Draw"
"Human Wins"
"Draw"
"Draw"
"Human Wins"
"Draw"
"Draw"
"Human Wins"
"Draw"
"Draw"
"Draw"
"Draw"
"Human Wins"
"Human Wins"
"Human Wins"
"Draw"
"Menace Wins"
"Draw"
"Draw"
"Draw"
"Draw"
"Human Wins"
"Menace Wins"
"Draw"
"Human Wins"
"Human Wins"
"Draw"
"Human Wins"
"Draw"
"Human Wins"
"Draw"
"Menace Wins"
"Draw"
"Draw"
"Draw"
"Menace Wins"
"Draw"
"Draw"
"Human Wins"
"Human Wins"
"Draw"
"Human Wins"
"Human Wins"
"Menace Wins"
"Draw"
"Human Wins"
"Draw"
"Draw"
"Draw"
"Human Wins"
"Human Wins"
"Human Wins"
"Draw"
"Draw"
"Draw"
"Draw"
"Human Wins"
"Draw"
"Draw"
"Human Wins"
"Draw"
"Draw"
"Human Wins"
"Draw"
"Human Wins"
"Draw"
"Human Wins"
"Draw"
"Human Wins"
"Human Wins"
"Menace Wins"
"Draw"
"Draw"
"Draw"
"Draw"
"Draw"
"Draw"
"Human Wins"
"Draw"
"Draw"
"Draw"
"Menace Wins"
"Draw"
"Draw"
"Human Wins"
"Draw"
"Draw"
"Menace Wins"
"Draw"
"Draw"
"Human Wins"
"Draw"
"Draw"
"Human Wins"
"Draw"
"Human Wins"
"Draw"
"Human Wins"
"Human Wins"
"Draw"
"Human Wins"
"Draw"
"Human Wins"
"Human Wins"
"Draw"
"Draw"
"Draw"
"Draw"
"Draw"
"Draw"
"Human Wins"
"Human Wins"
"Human Wins"
"Draw"
"Draw"
"Draw"
"Draw"
"Draw"
"Draw"
"Draw"
"Human Wins"
"Draw"
"Draw"
"Draw"
"Draw"
"Draw"
"Draw"
"Draw"
"Draw"
"Human Wins"
"Draw"
"Menace Wins"
"Draw"
"Draw"
"Draw"
"Draw"
"Draw"
"Draw"
"Draw"
"Human Wins"
"Draw"
"Draw"
"Human Wins"
"Human Wins"
"Human Wins"
"Menace Wins"
"Draw"
"Draw"
"Draw"
"Draw"
"Draw"
"Draw"
"Human Wins"
"Human Wins"
"Draw"
"Draw"
"Draw"
"Draw"
"Draw"
"Human Wins"
"Draw"
"Draw"
"Human Wins"
"Draw"
"Draw"
"Draw"
"Menace Wins"
"Draw"
"Draw"
"Draw"
"Human Wins"
"Draw"
"Draw"
"Draw"
"Human Wins"
"Draw"
"Draw"
"Human Wins"
"Draw"
"Draw"
"Draw"
"Human Wins"
"Draw"
"Draw"
"Draw"
"Draw"
"Draw"
"Draw"
"Draw"
"Draw"
"Menace Wins"
"Draw"
"Human Wins"
"Draw"
"Draw"
"Human Wins"
"Draw"
"Draw"
"Human Wins"
"Menace Wins"
"Draw"
"Draw"
"Draw"
"Draw"
"Draw"
"Draw"
"Draw"
"Draw"
"Draw"
"Human Wins"
"Menace Wins"
"Draw"
"Human Wins"
"Human Wins"
"Draw"
"Draw"
"Draw"
"Draw"
"Human Wins"
"Menace Wins"
"Draw"
"Human Wins"
"Human Wins"
"Menace Wins"
"Human Wins"
"Draw"
"Draw"
"Draw"
"Draw"
"Human Wins"
"Human Wins"
"Human Wins"
"Draw"
"Draw"
"Draw"
"Draw"
"Human Wins"
"Draw"
"Draw"
"Draw"
"Draw"
